time,Volume,RSI,Put-call Ratio,Detrended Price Oscillator,ratio_mvrv,ratio_nvt,Value_M3,Value_CPI,Value_EFF,Value_SP500,Variation_UStotal,Value_USunem,tran_num,block_size,block_reward,trans_fees,US_bank_idx,balance-10,balance-10k,balance-100,percent-of-supply,unrealized-profit,log_return,HL_sprd,CO_sprd,vol_current,vol_future
2016-03-30,8.481535868622352,48.54685841952873,1.123,-2.3504761904763427,1.3351010421442917,9.337668298825609,0.0047780568148463,836.6264492041659,0.36,6.6,0.167026237038068,5.0,200881,110089356,3675.000000000004,45.75345212,289.47,134464.0,122.0,17100.0,0.247219331814414,0.366962652635074,-0.005327303514993886,-4.031898914588474,-0.00406807404376188,0.01242011940086361,0.008703042754425726
2016-03-31,8.234244536941084,49.54742211913164,1.151,-0.4590476190477943,1.3424095845698112,9.09227392573481,0.0047780568148463,836.6264492041659,0.36,6.6,0.167026237038068,5.0,206352,104803821,3100.000000000001,45.74989907,287.77,134568.0,122.0,17115.0,0.247541581659609,0.368145583022397,0.002221150116454851,-4.306479620164344,0.0023689808547670134,0.012371912116032854,0.008655440904819154
2016-04-01,8.225977593366876,51.373773003822606,941.0,2.312857142856956,1.3471750701499965,8.58103855721546,0.0066341752151644,-0.986802789136696,0.37,0.27,0.1181704434867232,5.0,211769,117569335,3825.000000000005,53.2276954,289.61,134619.0,121.0,17112.0,0.247886917490849,0.369517978698231,0.003971267719671268,-4.758864579259483,0.0039791636521486935,0.011755325101916958,0.008694525080547244
2016-04-02,7.636728234167097,54.279563160504885,941.0,5.758095238095052,1.3549287904044187,10.139786997366327,0.0066341752151644,-0.986802789136696,0.37,0.27,0.1181704434867232,5.0,183364,111041430,3475.0,49.66375403,289.61,134686.0,121.0,17123.0,0.248377294839375,0.370843621570641,0.00644074487110835,-4.654079689020364,0.006461531070596425,0.011733856218452158,0.008592776833121553
2016-04-03,7.19868684082496,54.3995649575342,941.0,6.145714285714121,1.354884043622844,11.426527209253631,0.0066341752151644,-0.986802789136696,0.37,0.27,0.1181704434867232,5.0,178287,103241514,3549.9999999999973,43.58224685,289.61,134839.0,121.0,17120.0,0.248903517449091,0.370505210774772,0.0002624953780090422,-4.820257705805221,-0.0005723142959342055,0.010361684778963985,0.008479453395837203
2016-04-04,8.147986022583943,53.90094659332193,956.0,6.029523809523596,1.3529373437977117,9.256818637436126,0.0066341752151644,-0.986802789136696,0.37,0.27,0.1181704434867232,5.0,208763,111167934,4150.000000000002,45.08180774,288.53,135199.0,119.0,17152.0,0.249182620539259,0.369809586003282,-0.0008593321608705295,-4.689200934839578,0.000573462999689396,0.009656437159810868,0.007873738304679688
2016-04-05,8.28310493922131,58.41612737385712,1.123,9.62333333333305,1.3615078667582765,9.263007447494502,0.0066341752151644,-0.986802789136696,0.37,0.27,0.1181704434867232,5.0,216021,114960265,3875.000000000005,47.92742177,283.07,135051.0,119.0,17177.0,0.250019716489718,0.372392190073851,0.009412281593900396,-4.191952096343735,0.009312098564981679,0.009359803635982576,0.00791343348529163
2016-04-06,7.781363084847456,55.914038255501765,976.0,7.1276190476187935,1.3571141799320192,8.931601490402006,0.0066341752151644,-0.986802789136696,0.37,0.27,0.1181704434867232,5.0,219133,110910583,3924.999999999996,58.44875393,285.55,135166.0,119.0,17205.0,0.250246231476738,0.370365773262699,-0.003982274682226894,-4.977993353058529,-0.00397435594142558,0.008703042754425726,0.007896387630144275
2016-04-07,8.07599644419865,54.37626600599715,1.008,5.60190476190445,1.3535612362028406,7.850228497916603,0.0066341752151644,-0.986802789136696,0.37,0.27,0.1181704434867232,5.0,218324,105395795,3475.000000000004,44.73522886,277.64,135385.0,120.0,17203.0,0.250727223112803,0.368074454982984,-0.002449378773535571,-4.679278158141805,-0.0014740145499500844,0.008655440904819154,0.007897514938057147
2016-04-08,8.430355834044315,51.071935686366125,982.0,2.9299999999997794,1.3454552447290469,8.828759366192601,0.0066341752151644,-0.986802789136696,0.37,0.27,0.1181704434867232,5.0,214047,103400020,3600.000000000004,43.53738918,279.08,135382.0,119.0,17200.0,0.251417066906004,0.366490948537559,-0.005371543801910406,-3.9897743048761702,-0.0053334603204838425,0.008694525080547244,0.008139362157846917
2016-04-09,8.188521525233572,51.75945441006064,982.0,3.219999999999743,1.3466900993187685,9.4976264050001,0.0066341752151644,-0.986802789136696,0.37,0.27,0.1181704434867232,5.0,196279,102912904,4049.999999999997,36.54361898,279.08,135375.0,120.0,17231.0,0.25253508570946,0.366540984677847,0.001172262960353443,-4.132456479452269,0.0011729503291442469,0.008592776833121553,0.008112133113557957
2016-04-10,3.614623106414646,51.937570055522414,982.0,3.3047619047616763,1.3544014111500018,10.59465563662324,0.0066341752151644,-0.986802789136696,0.37,0.27,0.1181704434867232,5.0,186781,95720814,4325.000000000005,33.25339902,279.08,135455.0,120.0,17191.0,0.253054486501156,0.368804130232607,0.00028687545021099936,-6.337447398669977,-0.0005494636756730007,0.008479453395837203,0.006723072229579998
2016-04-11,8.157035764896564,57.96815750816008,851.0,7.698571428571199,1.358323452723821,9.84000357512363,0.0066341752151644,-0.986802789136696,0.37,0.27,0.1181704434867232,5.0,229887,117958509,3825.000000000002,50.11203705,280.89,135568.0,120.0,17195.0,0.253523950463492,0.369072276123482,0.010296743966569544,-4.47802313193879,0.005447193149381591,0.007873738304679688,0.00671069977470958
2016-04-12,8.713209548763409,61.401128619978,914.0,10.682857142856903,1.367798432340903,7.119871435551871,0.0066341752151644,-0.986802789136696,0.37,0.27,0.1181704434867232,5.0,240058,123680686,3700.000000000002,50.75962758,285.98,135323.0,120.0,17190.0,0.253868062722062,0.370828221304441,0.006719900792933942,-4.318169832905908,0.006504411173395775,0.00791343348529163,0.007374058989136738
2016-04-13,8.273102736063809,58.494608976488,604.0,8.68714285714259,1.361571345230712,6.877002744586643,0.0066341752151644,-0.986802789136696,0.37,0.27,0.1181704434867232,5.0,223342,115991452,4100.000000000001,45.74314812,296.68,135369.0,121.0,17209.0,0.254324006774988,0.369201404796359,-0.003790603382807234,-4.733160113607036,-0.0032681275275086674,0.007896387630144275,0.007868277740667081
2016-04-14,7.011826257223871,59.68185097176133,873.0,9.328095238094877,1.3637162170671555,8.121538503808745,0.0066341752151644,-0.986802789136696,0.37,0.27,0.1181704434867232,5.0,227764,117140660,4099.999999999999,44.86496577,299.45,135507.0,120.0,17192.0,0.254649368430342,0.369655488752182,0.002191355628973213,-5.205891435314111,0.0008480565371025056,0.007897514938057147,0.008399356418491011
