time,Value_M3,Value_CPI,Value_EFF,Value_SP500,Value_USpce,Value_USreal,Variation_UStotal,Value_USunem
2016-01-01,0.009969289243040302,-0.8117820791156045,0.34,-5.07,0.82,,0.08379888268156424,4.9
2016-01-02,0.009969289243040302,-0.8117820791156045,0.34,-5.07,0.82,,0.08379888268156424,4.9
2016-01-03,0.009969289243040302,-0.8117820791156045,0.34,-5.07,0.82,,0.08379888268156424,4.9
2016-01-04,0.009969289243040302,-0.8117820791156045,0.34,-5.07,0.82,,0.08379888268156424,4.9
2016-01-05,0.009969289243040302,-0.8117820791156045,0.34,-5.07,0.82,,0.08379888268156424,4.9
2016-01-06,0.009969289243040302,-0.8117820791156045,0.34,-5.07,0.82,,0.08379888268156424,4.9
2016-01-07,0.009969289243040302,-0.8117820791156045,0.34,-5.07,0.82,,0.08379888268156424,4.9
2016-01-08,0.009969289243040302,-0.8117820791156045,0.34,-5.07,0.82,,0.08379888268156424,4.9
2016-01-09,0.009969289243040302,-0.8117820791156045,0.34,-5.07,0.82,,0.08379888268156424,4.9
2016-01-10,0.009969289243040302,-0.8117820791156045,0.34,-5.07,0.82,,0.08379888268156424,4.9
2016-01-11,0.009969289243040302,-0.8117820791156045,0.34,-5.07,0.82,,0.08379888268156424,4.9
2016-01-12,0.009969289243040302,-0.8117820791156045,0.34,-5.07,0.82,,0.08379888268156424,4.9
2016-01-13,0.009969289243040302,-0.8117820791156045,0.34,-5.07,0.82,,0.08379888268156424,4.9
2016-01-14,0.009969289243040302,-0.8117820791156045,0.34,-5.07,0.82,,0.08379888268156424,4.9
2016-01-15,0.009969289243040302,-0.8117820791156045,0.34,-5.07,0.82,,0.08379888268156424,4.9
2016-01-16,0.009969289243040302,-0.8117820791156045,0.34,-5.07,0.82,,0.08379888268156424,4.9
2016-01-17,0.009969289243040302,-0.8117820791156045,0.34,-5.07,0.82,,0.08379888268156424,4.9
2016-01-18,0.009969289243040302,-0.8117820791156045,0.34,-5.07,0.82,,0.08379888268156424,4.9
2016-01-19,0.009969289243040302,-0.8117820791156045,0.34,-5.07,0.82,,0.08379888268156424,4.9
2016-01-20,0.009969289243040302,-0.8117820791156045,0.34,-5.07,0.82,,0.08379888268156424,4.9
2016-01-21,0.009969289243040302,-0.8117820791156045,0.34,-5.07,0.82,,0.08379888268156424,4.9
2016-01-22,0.009969289243040302,-0.8117820791156045,0.34,-5.07,0.82,,0.08379888268156424,4.9
2016-01-23,0.009969289243040302,-0.8117820791156045,0.34,-5.07,0.82,,0.08379888268156424,4.9
2016-01-24,0.009969289243040302,-0.8117820791156045,0.34,-5.07,0.82,,0.08379888268156424,4.9
2016-01-25,0.009969289243040302,-0.8117820791156045,0.34,-5.07,0.82,,0.08379888268156424,4.9
